valeur_fonciere,code_postal,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,exterieur
108700.0,31500,Appartement,46.0,2.0,0.0,0
570000.0,31400,Appartement,79.0,3.0,368.0,1
220000.0,31300,Appartement,92.0,4.0,0.0,0
522000.0,31000,Appartement,92.0,4.0,0.0,0
169000.0,31500,Appartement,48.0,2.0,0.0,0
96000.0,31400,Appartement,24.0,1.0,0.0,0
106340.0,31000,Appartement,32.0,1.0,0.0,0
144914.0,31200,Appartement,65.0,3.0,0.0,0
400000.0,31400,Appartement,105.0,5.0,135.0,1
97700.0,31400,Appartement,23.0,1.0,0.0,0
214500.0,31000,Appartement,68.0,4.0,0.0,0
145000.0,31000,Appartement,34.0,2.0,0.0,0
190000.0,31300,Appartement,84.0,3.0,0.0,0
389000.0,31100,Appartement,55.0,3.0,280.0,1
340392.0,31200,Appartement,84.0,4.0,0.0,0
399220.0,31300,Appartement,102.0,5.0,0.0,0
860000.0,31500,Appartement,107.0,4.0,0.0,0
168810.0,31100,Appartement,78.0,3.0,0.0,0
98000.0,31100,Appartement,33.0,1.0,0.0,0
127400.0,31200,Appartement,61.0,3.0,0.0,0
113000.0,31400,Appartement,26.0,1.0,0.0,0
136500.0,31000,Appartement,23.0,1.0,0.0,0
190000.0,31400,Appartement,64.0,3.0,0.0,0
320000.0,31200,Appartement,84.0,3.0,0.0,0
53950.0,31100,Appartement,66.0,4.0,0.0,0
360000.0,31500,Appartement,89.0,4.0,0.0,0
98000.0,31500,Appartement,33.0,1.0,0.0,0
129200.0,31400,Appartement,34.0,2.0,0.0,0
135000.0,31200,Appartement,55.0,3.0,0.0,0
240000.0,31300,Appartement,67.0,3.0,0.0,0
220000.0,31000,Appartement,88.0,3.0,0.0,0
140000.0,31200,Appartement,63.0,3.0,0.0,0
448600.0,31000,Appartement,109.0,5.0,0.0,0
162371.4,31300,Appartement,48.0,3.0,0.0,0
150500.0,31400,Appartement,25.0,1.0,0.0,0
109755.8,31000,Appartement,20.0,1.0,0.0,0
90000.0,31200,Appartement,34.0,2.0,0.0,0
347122.7,31400,Appartement,72.0,3.0,0.0,0
132000.0,31500,Appartement,34.0,1.0,0.0,0
206000.0,31100,Appartement,78.0,3.0,0.0,0
190090.0,31200,Appartement,50.0,2.0,0.0,0
174000.0,31200,Appartement,56.0,2.0,0.0,0
152500.0,31200,Appartement,67.0,3.0,0.0,0
450000.0,31100,Appartement,86.0,3.0,0.0,0
117000.0,31500,Appartement,56.0,2.0,0.0,0
150000.0,31300,Appartement,38.0,2.0,0.0,0
213000.0,31300,Appartement,46.0,2.0,0.0,0
99000.0,31500,Appartement,53.0,3.0,0.0,0
320000.0,31500,Appartement,142.0,5.0,0.0,0
199000.0,31300,Appartement,64.0,3.0,0.0,0
171177.0,31500,Appartement,64.0,4.0,0.0,0
184050.0,31000,Appartement,36.0,2.0,0.0,0
117925.0,31300,Appartement,38.0,2.0,0.0,0
279577.0,31200,Appartement,99.0,4.0,0.0,0
147500.0,31400,Appartement,44.0,2.0,0.0,0
157300.0,31200,Appartement,48.0,2.0,0.0,0
201000.0,31000,Appartement,31.0,2.0,0.0,0
331000.0,31300,Appartement,67.0,3.0,0.0,0
701000.0,31000,Appartement,150.0,6.0,0.0,0
275735.0,31100,Appartement,77.0,4.0,0.0,0
137000.0,31200,Appartement,64.0,3.0,0.0,0
231300.0,31500,Appartement,71.0,3.0,0.0,0
77000.0,31200,Appartement,37.0,2.0,0.0,0
136500.0,31200,Appartement,36.0,2.0,0.0,0
384000.0,31500,Appartement,116.0,5.0,0.0,0
50500.0,31100,Appartement,20.0,1.0,0.0,0
220000.0,31300,Appartement,66.0,3.0,0.0,0
319600.0,31000,Appartement,80.0,3.0,0.0,0
145000.0,31300,Appartement,35.0,2.0,0.0,0
235000.0,31200,Appartement,71.0,3.0,0.0,0
100083.25,31300,Appartement,22.0,1.0,0.0,0
295000.0,31000,Appartement,53.0,3.0,0.0,0
149000.0,31500,Appartement,70.0,3.0,0.0,0
113000.0,31100,Appartement,43.0,2.0,0.0,0
155650.0,31000,Appartement,25.0,1.0,0.0,0
242000.0,31000,Appartement,56.0,3.0,0.0,0
112000.0,31400,Appartement,32.0,1.0,0.0,0
207000.0,31500,Appartement,80.0,4.0,0.0,0
247400.0,31400,Appartement,62.0,3.0,0.0,0
162037.0,31000,Appartement,45.0,2.0,0.0,0
120000.0,31300,Appartement,45.0,2.0,0.0,0
345000.0,31000,Appartement,107.0,4.0,0.0,0
185000.0,31400,Appartement,44.0,2.0,0.0,0
750000.0,31400,Appartement,70.0,3.0,257.0,1
684000.0,31000,Appartement,30.0,1.0,138.0,1
200300.0,31400,Appartement,63.0,3.0,0.0,0
200000.0,31000,Appartement,42.0,2.0,0.0,0
110000.0,31100,Appartement,63.0,3.0,0.0,0
311600.0,31000,Appartement,65.0,3.0,0.0,0
217198.0,31300,Appartement,48.0,2.0,0.0,0
92000.0,31100,Appartement,51.0,3.0,0.0,0
111111.12,31200,Appartement,41.0,2.0,0.0,0
184855.0,31300,Appartement,61.0,3.0,0.0,0
76000.0,31400,Appartement,25.0,1.0,0.0,0
295000.0,31000,Appartement,57.0,2.0,0.0,0
161020.0,31000,Appartement,25.0,1.0,0.0,0
65000.0,31000,Appartement,69.0,3.0,0.0,0
460000.0,31500,Appartement,111.0,5.0,0.0,0
393900.0,31300,Appartement,66.0,3.0,0.0,0
135000.0,31000,Appartement,20.0,1.0,0.0,0
159500.0,31400,Appartement,52.0,2.0,0.0,0
74650.0,31300,Appartement,16.0,1.0,0.0,0
50000.0,31400,Appartement,13.0,1.0,0.0,0
167915.0,31500,Appartement,49.0,3.0,0.0,0
110000.0,31300,Appartement,21.0,1.0,0.0,0
130000.0,31200,Appartement,38.0,2.0,0.0,0
145000.0,31500,Appartement,47.0,2.0,0.0,0
223000.0,31300,Appartement,45.0,2.0,0.0,0
225000.0,31000,Appartement,55.0,2.0,0.0,0
143000.0,31400,Appartement,43.0,2.0,0.0,0
114700.0,31300,Appartement,25.0,1.0,0.0,0
166000.0,31400,Appartement,70.0,4.0,0.0,0
120182.28,31500,Appartement,50.0,2.0,0.0,0
74000.0,31300,Appartement,16.0,1.0,0.0,0
118000.0,31200,Appartement,43.0,2.0,0.0,0
192390.0,31000,Appartement,29.0,1.0,0.0,0
685000.0,31000,Appartement,144.0,5.0,0.0,0
218950.0,31400,Appartement,62.0,3.0,0.0,0
170000.0,31300,Appartement,80.0,4.0,0.0,0
356900.0,31500,Appartement,74.0,3.0,0.0,0
187793.0,31300,Appartement,56.0,3.0,0.0,0
153000.0,31400,Appartement,36.0,2.0,0.0,0
185000.0,31200,Appartement,51.0,2.0,0.0,0
650605.0,31000,Appartement,166.0,6.0,0.0,0
67200.0,31100,Appartement,78.0,4.0,0.0,0
125000.0,31400,Appartement,67.0,4.0,0.0,0
219500.0,31000,Appartement,45.0,2.0,0.0,0
77280.0,31200,Appartement,66.0,3.0,0.0,0
346000.0,31400,Appartement,69.0,3.0,0.0,0
61000.0,31300,Appartement,15.0,1.0,0.0,0
114800.0,31500,Appartement,63.0,3.0,0.0,0
260400.0,31000,Appartement,65.0,3.0,0.0,0
160000.0,31200,Appartement,63.0,3.0,0.0,0
165260.0,31000,Appartement,35.0,2.0,0.0,0
90560.0,31500,Appartement,22.0,1.0,0.0,0
163000.0,31200,Appartement,61.0,3.0,0.0,0
86000.0,31300,Appartement,26.0,1.0,0.0,0
254538.0,31300,Appartement,67.0,3.0,0.0,0
188000.0,31300,Appartement,56.0,3.0,0.0,0
150000.0,31400,Appartement,42.0,2.0,0.0,0
470100.0,31500,Appartement,82.0,3.0,0.0,0
141200.0,31100,Appartement,50.0,2.0,0.0,0
610000.0,31200,Appartement,12.0,1.0,390.0,1
512150.0,31000,Appartement,98.0,4.0,0.0,0
143000.0,31100,Appartement,56.0,3.0,0.0,0
182000.0,31300,Appartement,57.0,3.0,0.0,0
149000.0,31300,Appartement,52.0,2.0,0.0,0
498700.0,31400,Appartement,117.0,5.0,0.0,0
145000.0,31500,Appartement,49.0,2.0,0.0,0
99500.0,31200,Appartement,33.0,2.0,0.0,0
2400000.0,31200,Appartement,58.0,3.0,1186.0,1
109500.0,31200,Appartement,35.0,2.0,0.0,0
440000.0,31400,Appartement,103.0,4.0,0.0,0
184000.0,31300,Appartement,58.0,4.0,0.0,0
400000.0,31000,Appartement,88.0,3.0,0.0,0
664000.0,31000,Appartement,105.0,2.0,0.0,0
337800.0,31200,Appartement,85.0,4.0,0.0,0
150000.0,31400,Appartement,64.0,3.0,0.0,0
168100.0,31200,Appartement,55.0,3.0,0.0,0
173500.0,31300,Appartement,46.0,2.0,0.0,0
100104.0,31300,Appartement,24.0,1.0,0.0,0
140000.0,31000,Appartement,33.0,1.0,0.0,0
75000.0,31300,Appartement,25.0,1.0,0.0,0
257000.0,31400,Appartement,79.0,4.0,0.0,0
109520.0,31000,Appartement,25.0,1.0,0.0,0
109000.0,31500,Appartement,33.0,2.0,0.0,0
170000.0,31200,Appartement,80.0,4.0,0.0,0
120000.0,31200,Appartement,44.0,2.0,0.0,0
195000.0,31400,Appartement,56.0,3.0,0.0,0
300000.0,31500,Appartement,96.0,4.0,0.0,0
152950.0,31200,Appartement,47.0,2.0,0.0,0
181851.0,31400,Appartement,26.0,1.0,0.0,0
102000.0,31500,Appartement,70.0,3.0,0.0,0
115200.0,31300,Appartement,67.0,3.0,0.0,0
115000.0,31500,Appartement,38.0,2.0,0.0,0
120000.0,31400,Appartement,43.0,3.0,0.0,0
617000.0,31000,Appartement,129.0,5.0,0.0,0
220000.0,31400,Appartement,43.0,2.0,0.0,0
200720.0,31400,Appartement,65.0,3.0,0.0,0
132000.0,31500,Appartement,71.0,4.0,0.0,0
185400.0,31500,Appartement,54.0,2.0,0.0,0
264136.0,31200,Appartement,91.0,4.0,0.0,0
329600.0,31400,Appartement,93.0,4.0,0.0,0
468640.0,31400,Appartement,101.0,3.0,0.0,0
360220.0,31500,Appartement,92.0,5.0,0.0,0
263000.0,31200,Appartement,65.0,3.0,0.0,0
296300.0,31400,Appartement,91.0,4.0,0.0,0
115000.0,31500,Appartement,25.0,1.0,0.0,0
105000.0,31400,Appartement,43.0,2.0,0.0,0
130000.0,31500,Appartement,58.0,3.0,0.0,0
98400.0,31200,Appartement,23.0,1.0,0.0,0
309550.0,31300,Appartement,70.0,3.0,0.0,0
73500.0,31200,Appartement,40.0,2.0,0.0,0
85000.0,31100,Appartement,60.0,3.0,0.0,0
69000.0,31000,Appartement,196.0,6.0,0.0,0
220000.0,31100,Appartement,75.0,3.0,0.0,0
208000.0,31000,Appartement,51.0,3.0,0.0,0
135000.0,31500,Appartement,80.0,4.0,0.0,0
84050.0,31500,Appartement,22.0,1.0,0.0,0
188000.0,31200,Appartement,69.0,3.0,0.0,0
223000.0,31200,Appartement,66.0,3.0,0.0,0
79000.0,31400,Appartement,20.0,1.0,0.0,0
425700.0,31500,Appartement,87.0,4.0,0.0,0
52500.0,31000,Appartement,18.0,1.0,0.0,0
93500.0,31100,Appartement,36.0,2.0,0.0,0
293400.0,31200,Appartement,71.0,3.0,341.0,1
100000.0,31000,Appartement,22.0,1.0,0.0,0
1000000.0,31000,Appartement,275.0,8.0,0.0,0
130000.0,31200,Appartement,50.0,3.0,0.0,0
130000.0,31200,Appartement,30.0,2.0,0.0,0
321975.0,31000,Appartement,80.0,3.0,0.0,0
1600000.0,31100,Appartement,59.0,2.0,566.0,1
255000.0,31300,Appartement,64.0,3.0,0.0,0
276400.0,31100,Appartement,86.0,4.0,0.0,0
61245.0,31000,Appartement,13.0,1.0,0.0,0
177600.0,31400,Appartement,89.0,4.0,0.0,0
151380.0,31200,Appartement,49.0,2.0,0.0,0
36000.0,31100,Appartement,63.0,4.0,0.0,0
283000.0,31400,Appartement,50.0,2.0,0.0,0
297000.0,31500,Appartement,66.0,3.0,0.0,0
122730.0,31400,Appartement,37.0,2.0,0.0,0
82400.0,31300,Appartement,20.0,1.0,0.0,0
88750.0,31100,Appartement,34.0,2.0,0.0,0
166300.0,31100,Appartement,78.0,3.0,0.0,0
113850.0,31500,Appartement,63.0,3.0,0.0,0
260000.0,31200,Appartement,100.0,4.0,255.0,1
118725.0,31400,Appartement,32.0,2.0,0.0,0
260000.0,31200,Appartement,71.0,3.0,0.0,0
95000.0,31300,Appartement,24.0,1.0,0.0,0
150300.0,31300,Appartement,67.0,4.0,0.0,0
235000.0,31000,Appartement,44.0,2.0,0.0,0
255250.0,31400,Appartement,62.0,3.0,0.0,0
207450.0,31300,Appartement,65.0,3.0,0.0,0
320000.0,31300,Appartement,82.0,4.0,0.0,0
208000.0,31500,Appartement,67.0,3.0,0.0,0
240000.0,31400,Appartement,47.0,2.0,0.0,0
379500.0,31500,Appartement,79.0,4.0,0.0,0
100000.0,31100,Appartement,39.0,2.0,0.0,0
79800.0,31400,Appartement,26.0,2.0,0.0,0
80500.0,31500,Appartement,53.0,3.0,0.0,0
252000.0,31400,Appartement,55.0,3.0,0.0,0
255750.0,31300,Appartement,62.0,3.0,0.0,0
84800.0,31100,Appartement,35.0,2.0,0.0,0
1159750.0,31200,Appartement,65.0,3.0,152.0,1
64100.0,31400,Appartement,14.0,1.0,0.0,0
141000.0,31300,Appartement,63.0,3.0,0.0,0
185500.0,31400,Appartement,67.0,3.0,0.0,0
200000.0,31000,Appartement,43.0,2.0,0.0,0
120100.0,31200,Appartement,56.0,3.0,0.0,0
140000.0,31000,Appartement,24.0,1.0,0.0,0
242000.0,31500,Appartement,68.0,3.0,0.0,0
94100.0,31300,Appartement,35.0,2.0,0.0,0
156500.0,31200,Appartement,65.0,3.0,0.0,0
195000.0,31000,Appartement,150.0,5.0,0.0,0
387500.0,31400,Appartement,73.0,3.0,0.0,0
196500.0,31000,Appartement,49.0,2.0,0.0,0
135000.0,31500,Appartement,42.0,2.0,0.0,0
160000.0,31200,Appartement,60.0,3.0,0.0,0
130000.0,31500,Appartement,64.0,3.0,0.0,0
62900.0,31100,Appartement,66.0,4.0,0.0,0
248900.0,31000,Appartement,40.0,2.0,0.0,0
319650.0,31000,Appartement,62.0,3.0,0.0,0
111000.0,31200,Appartement,46.0,2.0,0.0,0
1000000.0,31000,Appartement,35.0,2.0,127.0,1
134000.0,31100,Appartement,57.0,3.0,0.0,0
122000.0,31100,Appartement,60.0,3.0,0.0,0
3300000.0,31000,Appartement,99.0,2.0,190.0,1
306200.0,31000,Appartement,48.0,1.0,0.0,0
665000.0,31000,Appartement,25.0,2.0,156.0,1
262200.0,31500,Appartement,73.0,4.0,0.0,0
630000.0,31000,Appartement,35.0,2.0,129.0,1
86580.0,31200,Appartement,36.0,2.0,0.0,0
127000.0,31300,Appartement,56.0,3.0,0.0,0
90000.0,31100,Appartement,67.0,4.0,0.0,0
174000.0,31000,Appartement,42.0,2.0,0.0,0
96382.0,31000,Appartement,20.0,1.0,0.0,0
41000.0,31100,Appartement,35.0,2.0,0.0,0
162000.0,31400,Appartement,57.0,3.0,0.0,0
336950.0,31300,Appartement,88.0,4.0,0.0,0
208215.0,31500,Appartement,60.0,3.0,0.0,0
86000.0,31500,Appartement,22.0,1.0,0.0,0
80000.0,31200,Appartement,20.0,1.0,0.0,0
207000.0,31200,Appartement,82.0,4.0,0.0,0
132000.0,31200,Appartement,56.0,2.0,0.0,0
112000.0,31200,Appartement,46.0,2.0,0.0,0
157100.0,31300,Appartement,60.0,3.0,0.0,0
152000.0,31500,Appartement,73.0,4.0,0.0,0
231950.0,31500,Appartement,44.0,2.0,0.0,0
277000.0,31300,Appartement,80.0,4.0,0.0,0
87500.0,31300,Appartement,32.0,1.0,0.0,0
120000.0,31200,Appartement,52.0,2.0,0.0,0
123000.0,31000,Appartement,32.0,1.0,0.0,0
135000.0,31500,Appartement,71.0,3.0,0.0,0
280769.0,31000,Appartement,52.0,2.0,0.0,0
395700.0,31400,Appartement,135.0,6.0,0.0,0
209250.0,31500,Appartement,61.0,2.0,0.0,0
107685.0,31200,Appartement,60.0,3.0,0.0,0
191030.0,31400,Appartement,65.0,3.0,0.0,0
155000.0,31000,Appartement,37.0,1.0,0.0,0
72000.0,31000,Appartement,18.0,1.0,0.0,0
173000.0,31300,Appartement,41.0,2.0,0.0,0
185000.0,31100,Appartement,64.0,3.0,0.0,0
65000.0,31300,Appartement,39.0,3.0,0.0,0
201798.69,31500,Appartement,61.0,3.0,0.0,0
170000.0,31300,Appartement,38.0,1.0,0.0,0
93000.0,31000,Appartement,16.0,1.0,0.0,0
155750.0,31400,Appartement,44.0,2.0,0.0,0
136000.0,31500,Appartement,73.0,4.0,0.0,0
180760.0,31500,Appartement,69.0,3.0,0.0,0
204000.0,31000,Appartement,40.0,2.0,0.0,0
73290.0,31300,Appartement,25.0,1.0,0.0,0
98000.0,31000,Appartement,32.0,2.0,0.0,0
104000.0,31400,Appartement,30.0,1.0,0.0,0
228000.0,31400,Appartement,54.0,2.0,0.0,0
198720.0,31400,Appartement,74.0,3.0,0.0,0
210000.0,31100,Appartement,90.0,4.0,0.0,0
189000.0,31500,Appartement,51.0,2.0,0.0,0
65000.0,31500,Appartement,15.0,1.0,0.0,0
196000.0,31500,Appartement,76.0,4.0,0.0,0
114000.0,31000,Appartement,22.0,1.0,0.0,0
87000.0,31400,Appartement,44.0,2.0,0.0,0
190000.0,31500,Appartement,53.0,2.0,0.0,0
216320.0,31400,Appartement,66.0,3.0,0.0,0
125450.0,31500,Appartement,59.0,3.0,0.0,0
90000.0,31400,Appartement,26.0,1.0,0.0,0
111950.0,31200,Appartement,38.0,2.0,0.0,0
160000.0,31400,Appartement,62.0,3.0,0.0,0
113180.0,31500,Appartement,22.0,2.0,0.0,0
250000.0,31400,Appartement,58.0,3.0,0.0,0
98000.0,31200,Appartement,44.0,2.0,0.0,0
32500.0,31100,Appartement,16.0,1.0,0.0,0
105000.0,31000,Appartement,24.0,1.0,0.0,0
95000.0,31400,Appartement,16.0,1.0,0.0,0
77000.0,31400,Appartement,40.0,2.0,0.0,0
120000.0,31000,Appartement,25.0,1.0,0.0,0
293535.0,31400,Appartement,89.0,4.0,0.0,0
85000.0,31200,Appartement,34.0,2.0,0.0,0
706000.0,31400,Appartement,62.0,3.0,0.0,0
192000.0,31000,Appartement,57.0,3.0,0.0,0
169000.0,31200,Appartement,56.0,3.0,0.0,0
40000.0,31100,Appartement,50.0,2.0,0.0,0
137814.0,31200,Appartement,67.0,4.0,0.0,0
159406.0,31200,Appartement,68.0,3.0,0.0,0
599000.0,31300,Appartement,108.0,4.0,0.0,0
121700.0,31000,Appartement,18.0,1.0,0.0,0
310300.0,31000,Appartement,94.0,3.0,0.0,0
187250.0,31300,Appartement,52.0,3.0,0.0,0
183350.0,31100,Appartement,66.0,3.0,0.0,0
235000.0,31200,Appartement,70.0,3.0,0.0,0
90000.0,31100,Appartement,73.0,4.0,0.0,0
140000.0,31200,Appartement,71.0,3.0,0.0,0
111850.0,31400,Appartement,20.0,1.0,0.0,0
140000.0,31200,Appartement,61.0,3.0,0.0,0
243000.0,31400,Appartement,46.0,2.0,0.0,0
430000.0,31000,Appartement,90.0,3.0,0.0,0
228000.0,31000,Appartement,69.0,4.0,0.0,0
315000.0,31000,Appartement,59.0,2.0,0.0,0
351100.0,31400,Appartement,103.0,5.0,0.0,0
132000.0,31200,Appartement,80.0,4.0,0.0,0
65753.0,31400,Appartement,17.0,1.0,0.0,0
225000.0,31500,Appartement,76.0,3.0,0.0,0
168000.0,31200,Appartement,61.0,3.0,0.0,0
154250.0,31500,Appartement,46.0,2.0,0.0,0
194350.0,31100,Appartement,70.0,3.0,0.0,0
186490.0,31000,Appartement,37.0,2.0,0.0,0
233000.0,31400,Appartement,53.0,3.0,0.0,0
147000.0,31400,Appartement,69.0,4.0,0.0,0
1.0,31000,Appartement,150.0,6.0,0.0,0
259500.0,31400,Appartement,58.0,3.0,0.0,0
670000.0,31400,Appartement,166.0,4.0,0.0,0
99000.0,31000,Appartement,15.0,1.0,0.0,0
525750.0,31300,Appartement,121.0,5.0,0.0,0
209420.0,31200,Appartement,91.0,4.0,0.0,0
600000.0,31000,Appartement,92.0,3.0,0.0,0
219000.0,31500,Appartement,89.0,4.0,0.0,0
470000.0,31400,Appartement,120.0,4.0,0.0,0
620000.0,31000,Appartement,128.0,5.0,0.0,0
112500.0,31200,Appartement,45.0,2.0,0.0,0
89700.0,31400,Appartement,27.0,1.0,0.0,0
420000.0,31000,Appartement,139.0,3.0,0.0,0
167000.0,31500,Appartement,69.0,4.0,0.0,0
118500.0,31200,Appartement,45.0,2.0,0.0,0
144060.0,31200,Appartement,42.0,2.0,0.0,0
84500.0,31500,Appartement,30.0,1.0,0.0,0
164000.0,31200,Appartement,64.0,3.0,0.0,0
247050.0,31300,Appartement,71.0,4.0,0.0,0
189000.0,31500,Appartement,85.0,4.0,0.0,0
223800.0,31200,Appartement,82.0,4.0,0.0,0
91000.0,31400,Appartement,28.0,1.0,0.0,0
182450.0,31200,Appartement,63.0,3.0,0.0,0
306300.0,31400,Appartement,91.0,5.0,0.0,0
145600.0,31100,Appartement,73.0,4.0,0.0,0
238500.0,31200,Appartement,98.0,4.0,0.0,0
125000.0,31400,Appartement,21.0,1.0,0.0,0
139000.0,31400,Appartement,56.0,3.0,0.0,0
399650.0,31500,Appartement,78.0,4.0,0.0,0
198500.0,31100,Appartement,58.0,3.0,0.0,0
285000.0,31000,Appartement,53.0,2.0,0.0,0
80000.0,31400,Appartement,42.0,2.0,0.0,0
1025500.0,31000,Appartement,197.0,5.0,0.0,0
925000.0,31000,Appartement,86.0,3.0,0.0,0
89000.0,31400,Appartement,30.0,1.0,0.0,0
331780.0,31300,Appartement,42.0,1.0,97.0,1
187000.0,31000,Appartement,65.0,4.0,0.0,0
7000.0,31100,Appartement,17.0,1.0,0.0,0
505000.0,31400,Appartement,68.0,2.0,175.0,1
77000.0,31400,Appartement,20.0,1.0,0.0,0
174000.0,31400,Appartement,41.0,1.0,0.0,0
351980.0,31000,Appartement,62.0,2.0,0.0,0
545000.0,31000,Appartement,100.0,5.0,0.0,0
138000.0,31400,Appartement,33.0,1.0,0.0,0
338980.0,31400,Appartement,65.0,3.0,0.0,0
190600.0,31400,Appartement,44.0,2.0,0.0,0
82650.0,31300,Appartement,17.0,1.0,0.0,0
69000.0,31400,Appartement,18.0,1.0,0.0,0
189000.0,31000,Appartement,38.0,2.0,0.0,0
64800.0,31300,Appartement,20.0,1.0,0.0,0
107100.0,31200,Appartement,55.0,3.0,0.0,0
330000.0,31400,Appartement,89.0,4.0,0.0,0
53000.0,31300,Appartement,24.0,1.0,0.0,0
164000.0,31000,Appartement,44.0,2.0,0.0,0
145100.0,31400,Appartement,73.0,4.0,0.0,0
308550.0,31000,Appartement,55.0,3.0,0.0,0
152456.0,31200,Appartement,63.0,3.0,0.0,0
50000.0,31300,Appartement,25.0,1.0,0.0,0
75000.0,31500,Appartement,71.0,3.0,0.0,0
278000.0,31300,Appartement,79.0,4.0,0.0,0
299000.0,31500,Appartement,69.0,3.0,0.0,0
193000.0,31400,Appartement,56.0,3.0,0.0,0
95200.0,31100,Appartement,38.0,1.0,0.0,0
150000.0,31400,Appartement,33.0,2.0,0.0,0
295000.0,31200,Appartement,88.0,4.0,0.0,0
106000.0,31400,Appartement,30.0,2.0,0.0,0
631500.0,31000,Appartement,131.0,5.0,0.0,0
163000.0,31400,Appartement,57.0,3.0,0.0,0
142362.0,31200,Appartement,43.0,2.0,0.0,0
179650.0,31500,Appartement,54.0,3.0,0.0,0
243600.0,31200,Appartement,67.0,3.0,0.0,0
450000.0,31000,Appartement,82.0,3.0,0.0,0
236000.0,31000,Appartement,65.0,4.0,0.0,0
620000.0,31000,Appartement,154.0,3.0,0.0,0
95000.0,31400,Appartement,26.0,1.0,0.0,0
100000.0,31000,Appartement,22.0,1.0,0.0,0
178000.0,31400,Appartement,65.0,3.0,0.0,0
90000.0,31000,Appartement,31.0,2.0,0.0,0
103480.0,31100,Appartement,43.0,2.0,0.0,0
84000.0,31500,Appartement,34.0,1.0,0.0,0
145700.0,31300,Appartement,49.0,2.0,0.0,0
229900.0,31500,Appartement,68.0,3.0,0.0,0
152000.0,31200,Appartement,53.0,3.0,0.0,0
210000.0,31200,Appartement,62.0,3.0,0.0,0
155000.0,31400,Appartement,37.0,2.0,0.0,0
124500.0,31300,Appartement,45.0,2.0,0.0,0
55000.0,31100,Appartement,66.0,4.0,0.0,0
162000.0,31200,Appartement,100.0,5.0,0.0,0
270000.0,31000,Appartement,59.0,3.0,0.0,0
145000.0,31400,Appartement,41.0,2.0,0.0,0
237862.0,31400,Appartement,62.0,3.0,0.0,0
92000.0,31400,Appartement,25.0,1.0,0.0,0
235000.0,31300,Appartement,41.0,2.0,0.0,0
185000.0,31100,Appartement,80.0,4.0,0.0,0
99025.0,31400,Appartement,32.0,1.0,0.0,0
289820.0,31500,Appartement,66.0,4.0,0.0,0
89000.0,31200,Appartement,38.0,2.0,0.0,0
130000.0,31200,Appartement,46.0,2.0,0.0,0
149410.0,31100,Appartement,65.0,3.0,0.0,0
109000.0,31500,Appartement,45.0,2.0,0.0,0
133850.0,31200,Appartement,59.0,3.0,0.0,0
193640.0,31000,Appartement,28.0,2.0,0.0,0
85000.0,31400,Appartement,18.0,1.0,0.0,0
37814.0,31500,Appartement,44.0,2.0,0.0,0
88500.0,31200,Appartement,46.0,2.0,0.0,0
176000.0,31200,Appartement,66.0,4.0,0.0,0
140000.0,31400,Appartement,45.0,2.0,0.0,0
290000.0,31200,Appartement,93.0,4.0,0.0,0
110000.0,31400,Appartement,20.0,1.0,0.0,0
286700.0,31100,Appartement,72.0,3.0,0.0,0
199850.0,31300,Appartement,64.0,3.0,0.0,0
245000.0,31400,Appartement,63.0,3.0,0.0,0
297600.0,31400,Appartement,101.0,3.0,0.0,0
95000.0,31000,Appartement,30.0,1.0,0.0,0
311500.0,31000,Appartement,66.0,3.0,0.0,0
234200.0,31400,Appartement,75.0,4.0,0.0,0
63150.0,31300,Appartement,36.0,2.0,0.0,0
375000.0,31200,Appartement,114.0,5.0,0.0,0
58000.0,31100,Appartement,32.0,1.0,0.0,0
456934.0,31000,Appartement,76.0,3.0,0.0,0
104450.0,31200,Appartement,46.0,2.0,0.0,0
160000.0,31000,Appartement,54.0,1.0,0.0,0
65000.0,31000,Appartement,46.0,2.0,0.0,0
120000.0,31100,Appartement,39.0,2.0,0.0,0
527700.0,31000,Appartement,98.0,1.0,0.0,0
165000.0,31300,Appartement,68.0,4.0,0.0,0
216300.0,31400,Appartement,42.0,2.0,0.0,0
142000.0,31400,Appartement,39.0,2.0,0.0,0
185000.0,31500,Appartement,56.0,3.0,0.0,0
82500.0,31400,Appartement,19.0,1.0,0.0,0
110000.0,31100,Appartement,49.0,2.0,0.0,0
141000.0,31300,Appartement,68.0,4.0,0.0,0
66500.0,31500,Appartement,27.0,1.0,0.0,0
247060.0,31200,Appartement,70.0,3.0,0.0,0
130000.0,31000,Appartement,34.0,1.0,0.0,0
75000.0,31100,Appartement,22.0,1.0,0.0,0
137800.0,31300,Appartement,49.0,2.0,0.0,0
253470.0,31500,Appartement,68.0,3.0,0.0,0
177500.0,31300,Appartement,62.0,3.0,0.0,0
183000.0,31400,Appartement,56.0,3.0,0.0,0
225190.0,31100,Appartement,80.0,4.0,0.0,0
79000.0,31200,Appartement,23.0,1.0,0.0,0
165000.0,31200,Appartement,92.0,5.0,0.0,0
260000.0,31400,Appartement,73.0,3.0,0.0,0
108000.0,31400,Appartement,35.0,2.0,0.0,0
193000.0,31000,Appartement,28.0,1.0,0.0,0
291262.0,31000,Appartement,71.0,3.0,0.0,0
105210.0,31500,Appartement,32.0,2.0,0.0,0
126450.0,31000,Appartement,21.0,1.0,0.0,0
