valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain,prix_mcarre
200000.0,31120,Pinsaguel,Maison,79.0,5.0,sols,731.0,2531.6455696202534
289720.0,31120,Pinsaguel,Maison,119.0,4.0,sols,559.0,2434.621848739496
232000.0,31120,Pinsaguel,Maison,78.0,4.0,,0.0,2974.358974358974
344450.0,31120,Pinsaguel,Maison,126.0,6.0,sols,587.0,2733.7301587301586
274000.0,31120,Pinsaguel,Maison,95.0,4.0,sols,376.0,2884.2105263157896
268800.0,31120,Pinsaguel,Maison,94.0,5.0,sols,328.0,2859.574468085106
238000.0,31120,Pinsaguel,Maison,94.0,5.0,sols,187.0,2531.9148936170213
80000.0,31120,Pinsaguel,Maison,74.0,4.0,sols,274.0,1081.081081081081
140000.0,31120,Pinsaguel,Maison,75.0,4.0,,0.0,1866.6666666666667
292380.0,31120,Pinsaguel,Maison,73.0,4.0,sols,470.0,4005.205479452055
563800.0,31120,Pinsaguel,Maison,129.0,6.0,sols,1400.0,4370.542635658915
200000.0,31120,Pinsaguel,Maison,73.0,4.0,sols,544.0,2739.72602739726
370000.0,31120,Pinsaguel,Maison,119.0,4.0,sols,1044.0,3109.2436974789916
137500.0,31120,Pinsaguel,Maison,89.0,4.0,sols,142.0,1544.943820224719
242000.0,31120,Pinsaguel,Maison,93.0,5.0,sols,324.0,2602.1505376344085
91000.0,31120,Pinsaguel,Maison,46.0,2.0,,0.0,1978.2608695652175
230791.0,31120,Pinsaguel,Maison,75.0,4.0,sols,419.0,3077.213333333333
252000.0,31120,Pinsaguel,Maison,100.0,5.0,sols,605.0,2520.0
261500.0,31480,Garac,Maison,97.0,5.0,sols,320.0,2695.8762886597938
369900.0,31480,Garac,Maison,140.0,3.0,sols,620.0,2642.1428571428573
331700.0,31480,Garac,Maison,141.0,6.0,terres,1500.0,2352.482269503546
480445.0,31480,Garac,Maison,240.0,8.0,sols,1313.0,2001.8541666666667
70000.0,31210,Pointis-de-Rivière,Maison,160.0,6.0,sols,1570.0,437.5
268500.0,31210,Pointis-de-Rivière,Maison,131.0,6.0,sols,1380.0,2049.618320610687
198500.0,31210,Pointis-de-Rivière,Maison,177.0,4.0,sols,2057.0,1121.4689265536724
83500.0,31210,Pointis-de-Rivière,Maison,127.0,4.0,sols,605.0,657.4803149606299
80000.0,31210,Pointis-de-Rivière,Maison,72.0,2.0,sols,1163.0,1111.111111111111
65000.0,31210,Pointis-de-Rivière,Maison,108.0,3.0,sols,282.0,601.8518518518518
230000.0,31110,Cier-de-Luchon,Maison,80.0,3.0,sols,1836.0,2875.0
266500.0,31110,Cier-de-Luchon,Maison,128.0,4.0,sols,893.0,2082.03125
126000.0,31110,Cier-de-Luchon,Maison,120.0,5.0,sols,620.0,1050.0
407500.0,31110,Cier-de-Luchon,Maison,151.0,7.0,sols,1561.0,2698.6754966887415
30000.0,31440,Chaum,Maison,64.0,1.0,sols,225.0,468.75
76500.0,31440,Chaum,Maison,60.0,4.0,sols,370.0,1275.0
130000.0,31510,Antichan-de-Frontignes,Maison,113.0,3.0,sols,360.0,1150.4424778761063
110000.0,31360,Auzas,Maison,61.0,3.0,sols,1753.0,1803.27868852459
100000.0,31360,Auzas,Maison,90.0,4.0,sols,700.0,1111.111111111111
125000.0,31360,Auzas,Maison,95.0,3.0,jardins,1554.0,1315.7894736842106
337260.0,31510,Mont-de-Galié,Maison,165.0,4.0,sols,500.0,2044.0
492000.0,31650,Auzielle,Maison,176.0,7.0,sols,811.0,2795.4545454545455
430000.0,31650,Auzielle,Maison,136.0,6.0,sols,1000.0,3161.764705882353
335950.0,31650,Auzielle,Maison,90.0,4.0,terrains a bâtir,366.0,3732.777777777778
343000.0,31650,Auzielle,Maison,91.0,4.0,sols,294.0,3769.230769230769
410980.0,31650,Auzielle,Maison,107.0,5.0,sols,683.0,3840.9345794392525
429150.0,31650,Auzielle,Maison,140.0,6.0,sols,723.0,3065.3571428571427
454120.0,31650,Auzielle,Maison,125.0,6.0,sols,653.0,3632.96
451970.0,31650,Auzielle,Maison,112.0,5.0,sols,715.0,4035.4464285714284
56240.94,31650,Auzielle,Maison,88.0,4.0,sols,119.0,639.101590909091
347000.0,31650,Auzielle,Maison,109.0,5.0,sols,750.0,3183.4862385321103
242800.0,31650,Auzielle,Maison,72.0,3.0,sols,135.0,3372.222222222222
219396.34,31650,Auzielle,Maison,89.0,4.0,sols,119.0,2465.127415730337
56103.66,31650,Auzielle,Maison,89.0,4.0,sols,119.0,630.3782022471911
312520.0,31650,Auzielle,Maison,96.0,4.0,sols,662.0,3255.4166666666665
335000.0,31650,Auzielle,Maison,104.0,5.0,sols,113.0,3221.153846153846
180000.0,31380,Roquesérière,Maison,113.0,4.0,terres,1780.0,1592.9203539823009
468670.0,31380,Roquesérière,Maison,105.0,7.0,sols,1140.0,4463.523809523809
432400.0,31380,Roquesérière,Maison,114.0,4.0,,0.0,3792.9824561403507
389600.0,31380,Roquesérière,Maison,110.0,5.0,sols,1325.0,3541.818181818182
361150.0,31380,Roquesérière,Maison,110.0,5.0,sols,709.0,3283.181818181818
115000.0,31360,Laffite-Toupière,Maison,84.0,3.0,prés,1490.0,1369.047619047619
468030.0,31220,Couladère,Maison,85.0,4.0,sols,2410.0,5506.235294117647
267000.0,31220,Couladère,Maison,70.0,4.0,sols,574.0,3814.285714285714
173800.0,31220,Couladère,Maison,90.0,4.0,sols,697.0,1931.111111111111
365000.0,31220,Couladère,Maison,100.0,3.0,sols,1497.0,3650.0
65000.0,31220,Couladère,Maison,50.0,2.0,sols,38.0,1300.0
258700.0,31220,Couladère,Maison,150.0,5.0,prés,1350.0,1724.6666666666667
248499.0,31220,Couladère,Maison,97.0,5.0,sols,438.0,2561.8453608247423
205000.0,31480,Puysségur,Maison,120.0,4.0,sols,674.0,1708.3333333333333
260000.0,31480,Puysségur,Maison,91.0,4.0,sols,500.0,2857.1428571428573
67000.0,31480,Puysségur,Maison,75.0,3.0,sols,98.0,893.3333333333334
210150.0,31190,Miremont,Maison,108.0,3.0,sols,156.0,1945.8333333333333
280000.0,31190,Miremont,Maison,90.0,4.0,sols,1387.0,3111.1111111111113
121500.0,31190,Miremont,Maison,132.0,5.0,sols,1376.0,920.4545454545455
250000.0,31190,Miremont,Maison,47.0,2.0,sols,4390.0,5319.148936170212
222000.0,31190,Miremont,Maison,70.0,3.0,sols,908.0,3171.4285714285716
237450.0,31190,Miremont,Maison,89.0,3.0,sols,574.0,2667.9775280898875
375000.0,31190,Miremont,Maison,181.0,6.0,terrains d'agrément,1957.0,2071.8232044198894
188300.0,31190,Miremont,Maison,80.0,3.0,sols,80.0,2353.75
223000.0,31190,Miremont,Maison,83.0,4.0,sols,155.0,2686.746987951807
331500.0,31190,Miremont,Maison,180.0,6.0,sols,978.0,1841.6666666666667
215000.0,31190,Miremont,Maison,96.0,4.0,sols,1120.0,2239.5833333333335
115000.0,31190,Miremont,Maison,85.0,4.0,sols,135.0,1352.9411764705883
430000.0,31190,Miremont,Maison,140.0,4.0,sols,1000.0,3071.4285714285716
134500.0,31190,Miremont,Maison,50.0,3.0,sols,44.0,2690.0
132500.0,31190,Miremont,Maison,80.0,4.0,sols,819.0,1656.25
200000.0,31190,Miremont,Maison,80.0,4.0,sols,819.0,2500.0
154000.0,31190,Miremont,Maison,80.0,3.0,sols,60.0,1925.0
265000.0,31190,Miremont,Maison,105.0,5.0,sols,953.0,2523.809523809524
155000.0,31190,Miremont,Maison,51.0,4.0,sols,164.0,3039.2156862745096
208550.0,31800,Miramont-de-Comminges,Maison,160.0,6.0,prés,495.0,1303.4375
150165.0,31800,Miramont-de-Comminges,Maison,120.0,5.0,sols,703.0,1251.375
165000.0,31800,Miramont-de-Comminges,Maison,207.0,8.0,sols,603.0,797.1014492753624
116000.0,31800,Miramont-de-Comminges,Maison,150.0,6.0,sols,323.0,773.3333333333334
140000.0,31800,Miramont-de-Comminges,Maison,99.0,4.0,sols,698.0,1414.141414141414
148500.0,31800,Miramont-de-Comminges,Maison,94.0,4.0,sols,646.0,1579.787234042553
50000.0,31800,Miramont-de-Comminges,Maison,148.0,6.0,sols,543.0,337.8378378378378
35000.0,31800,Miramont-de-Comminges,Maison,69.0,2.0,sols,275.0,507.2463768115942
71500.0,31800,Miramont-de-Comminges,Maison,86.0,5.0,sols,255.0,831.3953488372093
130000.0,31800,Miramont-de-Comminges,Maison,92.0,6.0,sols,730.0,1413.0434782608695
68000.0,31800,Miramont-de-Comminges,Maison,86.0,4.0,sols,145.0,790.6976744186046
25000.0,31800,Miramont-de-Comminges,Maison,60.0,4.0,sols,105.0,416.6666666666667
188400.0,31800,Miramont-de-Comminges,Maison,90.0,3.0,sols,475.0,2093.3333333333335
105000.0,31460,Caraman,Maison,69.0,3.0,sols,250.0,1521.7391304347825
190000.0,31460,Caraman,Maison,135.0,4.0,jardins,1265.0,1407.4074074074074
237800.0,31460,Caraman,Maison,84.0,4.0,terrains a bâtir,329.0,2830.9523809523807
360000.0,31460,Caraman,Maison,104.0,4.0,sols,500.0,3461.5384615384614
570100.0,31460,Caraman,Maison,180.0,6.0,sols,2280.0,3167.222222222222
344800.0,31460,Caraman,Maison,204.0,9.0,sols,646.0,1690.1960784313726
297226.3,31460,Caraman,Maison,84.0,4.0,terrains a bâtir,329.0,3538.4083333333333
307990.0,31460,Caraman,Maison,104.0,4.0,terrains d'agrément,1000.0,2961.4423076923076
349141.0,31460,Caraman,Maison,146.0,5.0,sols,992.0,2391.376712328767
363210.0,31460,Caraman,Maison,121.0,5.0,sols,800.0,3001.7355371900826
140000.0,31460,Caraman,Maison,114.0,5.0,sols,46.0,1228.0701754385964
256060.0,31460,Caraman,Maison,131.0,4.0,sols,102.0,1954.6564885496184
339250.0,31460,Caraman,Maison,118.0,4.0,sols,424.0,2875.0
309000.0,31460,Caraman,Maison,111.0,4.0,sols,800.0,2783.7837837837837
130000.0,31460,Caraman,Maison,82.0,4.0,sols,535.0,1585.3658536585365
260670.0,31460,Caraman,Maison,80.0,6.0,sols,1000.0,3258.375
155000.0,31460,Caraman,Maison,56.0,2.0,sols,179.0,2767.8571428571427
316800.0,31460,Caraman,Maison,126.0,4.0,sols,500.0,2514.285714285714
250000.0,31460,Caraman,Maison,114.0,4.0,sols,1000.0,2192.9824561403507
120000.0,31460,Caraman,Maison,68.0,3.0,sols,1816.0,1764.7058823529412
150000.0,31460,Caraman,Maison,68.0,4.0,taillis simples,5394.0,2205.8823529411766
255720.0,31460,Caraman,Maison,109.0,4.0,sols,438.0,2346.0550458715597
165000.0,31460,Caraman,Maison,116.0,6.0,sols,200.0,1422.4137931034484
103500.0,31460,Caraman,Maison,79.0,4.0,sols,205.0,1310.126582278481
112850.0,31110,Cazeaux-de-Larboust,Maison,45.0,1.0,sols,170.0,2507.777777777778
148000.0,31310,Lahitère,Maison,80.0,2.0,sols,730.0,1850.0
90870.0,31310,Lahitère,Maison,100.0,4.0,sols,260.0,908.7
547440.0,31320,Pechbusque,Maison,130.0,5.0,sols,769.0,4211.076923076923
485000.0,31320,Pechbusque,Maison,180.0,5.0,sols,765.0,2694.4444444444443
100000.0,31320,Pechbusque,Maison,131.0,4.0,sols,1321.0,763.3587786259542
575000.0,31320,Pechbusque,Maison,134.0,6.0,sols,404.0,4291.044776119403
161000.0,31320,Pechbusque,Maison,81.0,4.0,sols,238.0,1987.6543209876543
356000.0,31500,Toulouse,Maison,89.0,4.0,sols,250.0,4000.0
340000.0,31100,Toulouse,Maison,93.0,4.0,sols,393.0,3655.9139784946237
332450.0,31100,Toulouse,Maison,115.0,5.0,sols,562.0,2890.8695652173915
285550.0,31500,Toulouse,Maison,68.0,4.0,sols,483.0,4199.264705882353
269990.0,31200,Toulouse,Maison,78.0,4.0,,0.0,3461.4102564102564
243000.0,31100,Toulouse,Maison,48.0,2.0,sols,331.0,5062.5
221350.0,31200,Toulouse,Maison,90.0,4.0,,0.0,2459.4444444444443
345000.0,31200,Toulouse,Maison,79.0,4.0,sols,780.0,4367.088607594937
240000.0,31100,Toulouse,Maison,107.0,5.0,,0.0,2242.9906542056074
615000.0,31400,Toulouse,Maison,150.0,4.0,sols,503.0,4100.0
216000.0,31200,Toulouse,Maison,64.0,3.0,,0.0,3375.0
275400.0,31100,Toulouse,Maison,92.0,4.0,,0.0,2993.478260869565
244700.0,31100,Toulouse,Maison,81.0,4.0,,0.0,3020.9876543209875
336900.0,31500,Toulouse,Maison,76.0,4.0,,0.0,4432.894736842105
232654.0,31100,Toulouse,Maison,84.0,4.0,sols,128.0,2769.690476190476
270000.0,31500,Toulouse,Maison,86.0,5.0,sols,206.0,3139.5348837209303
594000.0,31500,Toulouse,Maison,119.0,4.0,sols,155.0,4991.596638655462
322000.0,31200,Toulouse,Maison,85.0,3.0,sols,291.0,3788.235294117647
417650.0,31500,Toulouse,Maison,88.0,4.0,sols,465.0,4746.022727272727
315000.0,31100,Toulouse,Maison,118.0,5.0,sols,282.0,2669.491525423729
450000.0,31300,Toulouse,Maison,145.0,6.0,sols,609.0,3103.448275862069
308700.0,31200,Toulouse,Maison,88.0,4.0,,0.0,3507.9545454545455
239950.0,31100,Toulouse,Maison,83.0,4.0,,0.0,2890.9638554216867
310000.0,31300,Toulouse,Maison,60.0,4.0,sols,457.0,5166.666666666667
266450.0,31100,Toulouse,Maison,67.0,4.0,sols,224.0,3976.865671641791
237000.0,31100,Toulouse,Maison,100.0,5.0,sols,196.0,2370.0
330000.0,31200,Toulouse,Maison,98.0,4.0,sols,500.0,3367.3469387755104
213000.0,31100,Toulouse,Maison,41.0,5.0,sols,326.0,5195.121951219512
248625.0,31100,Toulouse,Maison,82.0,4.0,sols,187.0,3032.012195121951
293000.0,31200,Toulouse,Maison,92.0,4.0,,0.0,3184.782608695652
525400.0,31300,Toulouse,Maison,98.0,3.0,sols,124.0,5361.224489795918
215000.0,31100,Toulouse,Maison,87.0,4.0,sols,478.0,2471.264367816092
534900.0,31400,Toulouse,Maison,95.0,4.0,,0.0,5630.526315789473
200000.0,31100,Toulouse,Maison,157.0,5.0,sols,622.0,1273.8853503184714
199855.0,31200,Toulouse,Maison,66.0,3.0,,0.0,3028.1060606060605
313000.0,31200,Toulouse,Maison,130.0,4.0,terrains a bâtir,650.0,2407.6923076923076
295000.0,31100,Toulouse,Maison,105.0,4.0,sols,241.0,2809.5238095238096
204000.0,31100,Toulouse,Maison,91.0,5.0,,0.0,2241.7582417582416
230000.0,31100,Toulouse,Maison,85.0,4.0,,0.0,2705.8823529411766
422150.0,31200,Toulouse,Maison,75.0,4.0,sols,228.0,5628.666666666667
585000.0,31500,Toulouse,Maison,112.0,4.0,sols,247.0,5223.214285714285
340000.0,31100,Toulouse,Maison,105.0,5.0,sols,502.0,3238.095238095238
250000.0,31500,Toulouse,Maison,70.0,3.0,sols,195.0,3571.4285714285716
262000.0,31100,Toulouse,Maison,89.0,4.0,,0.0,2943.820224719101
415520.0,31400,Toulouse,Maison,120.0,4.0,sols,452.0,3462.6666666666665
425046.0,31500,Toulouse,Maison,99.0,4.0,sols,380.0,4293.393939393939
512100.0,31500,Toulouse,Maison,117.0,5.0,sols,318.0,4376.923076923077
375000.0,31500,Toulouse,Maison,88.0,3.0,sols,133.0,4261.363636363636
245000.0,31100,Toulouse,Maison,90.0,4.0,,0.0,2722.222222222222
318200.0,31200,Toulouse,Maison,102.0,5.0,,0.0,3119.607843137255
366766.0,31200,Toulouse,Maison,90.0,5.0,sols,229.0,4075.177777777778
335000.0,31300,Toulouse,Maison,106.0,5.0,,0.0,3160.377358490566
323300.0,31200,Toulouse,Maison,107.0,4.0,sols,388.0,3021.495327102804
443000.0,31200,Toulouse,Maison,105.0,4.0,sols,102.0,4219.047619047619
290000.0,31300,Toulouse,Maison,85.0,4.0,,0.0,3411.764705882353
330000.0,31200,Toulouse,Maison,102.0,5.0,,0.0,3235.294117647059
540000.0,31500,Toulouse,Maison,143.0,6.0,sols,352.0,3776.2237762237764
193050.0,31200,Toulouse,Maison,70.0,4.0,sols,223.0,2757.8571428571427
254000.0,31100,Toulouse,Maison,62.0,4.0,sols,160.0,4096.774193548387
440900.0,31500,Toulouse,Maison,104.0,4.0,sols,68.0,4239.423076923077
385000.0,31000,Toulouse,Maison,100.0,4.0,sols,299.0,3850.0
560000.0,31200,Toulouse,Maison,124.0,6.0,sols,440.0,4516.129032258064
250000.0,31400,Toulouse,Maison,52.0,2.0,sols,317.0,4807.692307692308
227000.0,31200,Toulouse,Maison,68.0,3.0,sols,322.0,3338.235294117647
551000.0,31100,Toulouse,Maison,142.0,6.0,sols,792.0,3880.281690140845
550000.0,31000,Toulouse,Maison,100.0,4.0,sols,79.0,5500.0
384670.0,31500,Toulouse,Maison,83.0,3.0,sols,91.0,4634.578313253012
145000.0,31300,Toulouse,Maison,37.0,2.0,,0.0,3918.9189189189187
448900.0,31400,Toulouse,Maison,100.0,4.0,sols,193.0,4489.0
241200.0,31200,Toulouse,Maison,81.0,4.0,,0.0,2977.777777777778
390000.0,31300,Toulouse,Maison,80.0,3.0,sols,500.0,4875.0
350000.0,31400,Toulouse,Maison,81.0,5.0,sols,460.0,4320.9876543209875
340400.0,31500,Toulouse,Maison,92.0,5.0,sols,195.0,3700.0
585500.0,31200,Toulouse,Maison,159.0,6.0,sols,700.0,3682.3899371069183
349990.0,31400,Toulouse,Maison,87.0,4.0,sols,236.0,4022.8735632183907
262500.0,31300,Toulouse,Maison,85.0,4.0,,0.0,3088.235294117647
496690.0,31100,Toulouse,Maison,100.0,5.0,sols,717.0,4966.9
235000.0,31200,Toulouse,Maison,83.0,4.0,,0.0,2831.3253012048194
158300.0,31200,Toulouse,Maison,59.0,3.0,sols,379.0,2683.0508474576272
523650.0,31300,Toulouse,Maison,125.0,6.0,sols,1023.0,4189.2
240350.0,31100,Toulouse,Maison,88.0,5.0,sols,210.0,2731.25
350000.0,31100,Toulouse,Maison,115.0,4.0,terrains d'agrément,609.0,3043.478260869565
60000.0,31400,Toulouse,Maison,81.0,5.0,sols,283.0,740.7407407407408
374047.0,31200,Toulouse,Maison,94.0,4.0,sols,220.0,3979.223404255319
195000.0,31200,Toulouse,Maison,66.0,3.0,,0.0,2954.5454545454545
238000.0,31200,Toulouse,Maison,83.0,4.0,,0.0,2867.4698795180725
262519.0,31300,Toulouse,Maison,84.0,4.0,sols,101.0,3125.2261904761904
333333.0,31500,Toulouse,Maison,73.0,1.0,sols,197.0,4566.2054794520545
384500.0,31100,Toulouse,Maison,119.0,6.0,sols,536.0,3231.09243697479
452700.0,31300,Toulouse,Maison,118.0,6.0,sols,337.0,3836.4406779661017
378410.0,31500,Toulouse,Maison,84.0,4.0,sols,111.0,4504.880952380952
280000.0,31200,Toulouse,Maison,100.0,6.0,sols,165.0,2800.0
439100.0,31500,Toulouse,Maison,88.0,5.0,sols,426.0,4989.772727272727
478000.0,31200,Toulouse,Maison,156.0,6.0,sols,604.0,3064.102564102564
350000.0,31100,Toulouse,Maison,95.0,4.0,sols,515.0,3684.2105263157896
242857.0,31100,Toulouse,Maison,46.0,3.0,sols,477.0,5279.5
183100.0,31100,Toulouse,Maison,105.0,6.0,,0.0,1743.8095238095239
310790.0,31300,Toulouse,Maison,90.0,4.0,,0.0,3453.222222222222
528000.0,31500,Toulouse,Maison,118.0,5.0,sols,557.0,4474.576271186441
420500.0,31200,Toulouse,Maison,97.0,4.0,sols,230.0,4335.051546391753
403000.0,31100,Toulouse,Maison,71.0,4.0,sols,226.0,5676.056338028169
279150.0,31200,Toulouse,Maison,77.0,4.0,,0.0,3625.3246753246754
313970.0,31200,Toulouse,Maison,85.0,4.0,,0.0,3693.764705882353
360000.0,31300,Toulouse,Maison,74.0,4.0,sols,189.0,4864.864864864865
557550.0,31200,Toulouse,Maison,123.0,4.0,sols,200.0,4532.926829268293
184000.0,31100,Toulouse,Maison,83.0,4.0,sols,302.0,2216.867469879518
260000.0,31100,Toulouse,Maison,65.0,4.0,sols,408.0,4000.0
150000.0,31200,Toulouse,Maison,68.0,1.0,sols,265.0,2205.8823529411766
243650.0,31200,Toulouse,Maison,180.0,9.0,sols,596.0,1353.611111111111
335933.0,31100,Toulouse,Maison,99.0,5.0,sols,818.0,3393.2626262626263
314650.0,31100,Toulouse,Maison,119.0,4.0,sols,221.0,2644.1176470588234
189900.0,31200,Toulouse,Maison,40.0,3.0,sols,450.0,4747.5
215000.0,31100,Toulouse,Maison,58.0,3.0,sols,281.0,3706.896551724138
201000.0,31100,Toulouse,Maison,84.0,4.0,sols,219.0,2392.8571428571427
247000.0,31100,Toulouse,Maison,91.0,4.0,sols,172.0,2714.285714285714
250000.0,31100,Toulouse,Maison,85.0,5.0,sols,330.0,2941.176470588235
333965.0,31200,Toulouse,Maison,85.0,4.0,,0.0,3929.0
400000.0,31400,Toulouse,Maison,90.0,5.0,sols,297.0,4444.444444444444
399900.0,31400,Toulouse,Maison,106.0,5.0,sols,169.0,3772.6415094339623
306938.16,31400,Toulouse,Maison,90.0,3.0,sols,77.0,3410.4239999999995
320000.0,31400,Toulouse,Maison,95.0,3.0,sols,299.0,3368.4210526315787
285480.0,31200,Toulouse,Maison,70.0,3.0,sols,440.0,4078.285714285714
300000.0,31500,Toulouse,Maison,92.0,5.0,sols,198.0,3260.8695652173915
246000.0,31200,Toulouse,Maison,80.0,3.0,sols,749.0,3075.0
230000.0,31100,Toulouse,Maison,89.0,4.0,,0.0,2584.2696629213483
59550.0,31500,Toulouse,Maison,180.0,5.0,sols,483.0,330.8333333333333
242500.0,31500,Toulouse,Maison,70.0,5.0,sols,115.0,3464.285714285714
227200.0,31300,Toulouse,Maison,105.0,5.0,,0.0,2163.809523809524
325000.0,31100,Toulouse,Maison,161.0,5.0,sols,776.0,2018.6335403726707
565000.0,31200,Toulouse,Maison,130.0,5.0,sols,202.0,4346.153846153846
515000.0,31300,Toulouse,Maison,160.0,5.0,sols,245.0,3218.75
150000.0,31500,Toulouse,Maison,60.0,3.0,sols,259.0,2500.0
306763.0,31300,Toulouse,Maison,70.0,4.0,sols,147.0,4382.328571428571
349000.0,31100,Toulouse,Maison,100.0,4.0,sols,257.0,3490.0
300000.0,31500,Toulouse,Maison,82.0,5.0,sols,161.0,3658.5365853658536
457150.0,31400,Toulouse,Maison,99.0,5.0,sols,245.0,4617.676767676768
210000.0,31400,Toulouse,Maison,99.0,5.0,sols,302.0,2121.212121212121
220000.0,31100,Toulouse,Maison,88.0,4.0,sols,594.0,2500.0
370000.0,31200,Toulouse,Maison,138.0,3.0,sols,875.0,2681.159420289855
300000.0,31100,Toulouse,Maison,81.0,4.0,sols,184.0,3703.703703703704
314850.0,31200,Toulouse,Maison,96.0,4.0,,0.0,3279.6875
475228.0,31200,Toulouse,Maison,133.0,5.0,terrains a bâtir,301.0,3573.1428571428573
389550.0,31100,Toulouse,Maison,112.0,4.0,,0.0,3478.125
480880.0,31500,Toulouse,Maison,85.0,4.0,sols,154.0,5657.411764705882
266000.0,31100,Toulouse,Maison,75.0,3.0,sols,464.0,3546.6666666666665
280000.0,31200,Toulouse,Maison,93.0,4.0,,0.0,3010.7526881720432
438760.0,31400,Toulouse,Maison,116.0,6.0,sols,244.0,3782.4137931034484
365000.0,31500,Toulouse,Maison,67.0,3.0,sols,260.0,5447.761194029851
336000.0,31100,Toulouse,Maison,99.0,4.0,sols,1075.0,3393.939393939394
425000.0,31200,Toulouse,Maison,80.0,4.0,sols,555.0,5312.5
432140.0,31200,Toulouse,Maison,111.0,4.0,sols,705.0,3893.153153153153
325500.0,31100,Toulouse,Maison,156.0,7.0,,0.0,2086.5384615384614
215250.0,31200,Toulouse,Maison,82.0,4.0,sols,159.0,2625.0
444360.0,31200,Toulouse,Maison,110.0,5.0,sols,152.0,4039.6363636363635
411800.0,31500,Toulouse,Maison,105.0,5.0,sols,302.0,3921.904761904762
428000.0,31400,Toulouse,Maison,104.0,4.0,sols,259.0,4115.384615384615
240000.0,31300,Toulouse,Maison,92.0,4.0,sols,72.0,2608.695652173913
525000.0,31500,Toulouse,Maison,135.0,5.0,sols,497.0,3888.8888888888887
380000.0,31400,Toulouse,Maison,89.0,3.0,sols,68.0,4269.662921348315
647742.0,31400,Toulouse,Maison,138.0,5.0,sols,482.0,4693.782608695652
241000.0,31100,Toulouse,Maison,81.0,4.0,,0.0,2975.3086419753085
350530.0,31100,Toulouse,Maison,97.0,4.0,sols,665.0,3613.7113402061855
175000.0,31100,Toulouse,Maison,82.0,4.0,sols,400.0,2134.1463414634145
362000.0,31500,Toulouse,Maison,80.0,4.0,sols,285.0,4525.0
340000.0,31100,Toulouse,Maison,120.0,5.0,sols,330.0,2833.3333333333335
245000.0,31100,Toulouse,Maison,86.0,4.0,sols,353.0,2848.8372093023254
428000.0,31100,Toulouse,Maison,146.0,5.0,sols,1034.0,2931.5068493150684
530000.0,31000,Toulouse,Maison,105.0,4.0,sols,121.0,5047.619047619048
260000.0,31100,Toulouse,Maison,71.0,3.0,,0.0,3661.9718309859154
445000.0,31100,Toulouse,Maison,124.0,4.0,sols,485.0,3588.7096774193546
361000.0,31300,Toulouse,Maison,124.0,6.0,sols,702.0,2911.2903225806454
363000.0,31200,Toulouse,Maison,160.0,8.0,sols,443.0,2268.75
100000.0,31100,Toulouse,Maison,56.0,3.0,,0.0,1785.7142857142858
267500.0,31100,Toulouse,Maison,110.0,5.0,sols,362.0,2431.818181818182
238000.0,31100,Toulouse,Maison,90.0,4.0,sols,352.0,2644.4444444444443
161000.0,31500,Toulouse,Maison,70.0,5.0,sols,107.0,2300.0
380000.0,31100,Toulouse,Maison,99.0,3.0,sols,251.0,3838.3838383838383
207500.0,31200,Toulouse,Maison,81.0,4.0,,0.0,2561.7283950617284
220000.0,31500,Toulouse,Maison,69.0,4.0,sols,293.0,3188.4057971014495
212000.0,31300,Toulouse,Maison,127.0,2.0,sols,156.0,1669.291338582677
290000.0,31100,Toulouse,Maison,90.0,4.0,sols,557.0,3222.222222222222
580000.0,31400,Toulouse,Maison,115.0,5.0,sols,721.0,5043.478260869565
185981.0,31300,Toulouse,Maison,45.0,2.0,sols,199.0,4132.9111111111115
585000.0,31100,Toulouse,Maison,138.0,4.0,sols,677.0,4239.130434782609
479370.0,31500,Toulouse,Maison,180.0,5.0,sols,467.0,2663.1666666666665
283000.0,31500,Toulouse,Maison,73.0,3.0,sols,179.0,3876.7123287671234
465400.0,31200,Toulouse,Maison,140.0,4.0,sols,838.0,3324.285714285714
214263.0,31500,Toulouse,Maison,88.0,4.0,sols,163.0,2434.806818181818
233000.0,31100,Toulouse,Maison,120.0,6.0,sols,157.0,1941.6666666666667
285000.0,31200,Toulouse,Maison,70.0,2.0,sols,148.0,4071.4285714285716
257500.0,31100,Toulouse,Maison,69.0,4.0,,0.0,3731.8840579710145
125000.0,31200,Toulouse,Maison,150.0,6.0,sols,284.0,833.3333333333334
115000.0,31100,Toulouse,Maison,78.0,4.0,,0.0,1474.3589743589744
320000.0,31100,Toulouse,Maison,94.0,4.0,sols,565.0,3404.255319148936
160000.0,31200,Toulouse,Maison,44.0,2.0,,0.0,3636.3636363636365
320000.0,31300,Toulouse,Maison,130.0,6.0,sols,247.0,2461.5384615384614
220000.0,31200,Toulouse,Maison,60.0,2.0,sols,475.0,3666.6666666666665
600962.0,31400,Toulouse,Maison,135.0,4.0,sols,339.0,4451.57037037037
185890.0,31200,Toulouse,Maison,106.0,5.0,sols,263.0,1753.6792452830189
524070.0,31500,Toulouse,Maison,96.0,5.0,sols,480.0,5459.0625
279000.0,31200,Toulouse,Maison,49.0,3.0,sols,415.0,5693.877551020408
460500.0,31400,Toulouse,Maison,102.0,4.0,,0.0,4514.705882352941
512923.0,31100,Toulouse,Maison,148.0,6.0,sols,476.0,3465.695945945946
