valeur_fonciere,code_postal,surface_reelle_bati,nombre_pieces_principales,surface_terrain,exterieur
115000.0,31460,67.0,4.0,1753.0,1
154600.0,31460,110.0,3.0,140.0,1
110000.0,31460,67.0,4.0,1510.0,1
206500.0,31210,105.0,4.0,800.0,1
100000.0,31210,68.0,3.0,800.0,1
150000.0,31210,62.0,3.0,1172.0,1
50000.0,31210,59.0,2.0,3278.0,1
137000.0,31210,79.0,4.0,1000.0,1
194000.0,31210,131.0,5.0,1002.0,1
171950.0,31210,147.0,5.0,753.0,1
194000.0,31210,120.0,4.0,582.0,1
210000.0,31210,87.0,4.0,1540.0,1
337000.0,31210,198.0,6.0,1892.0,1
55000.0,31370,97.0,4.0,1100.0,1
349900.0,31370,158.0,3.0,1137.0,1
279000.0,31540,158.0,4.0,1016.0,1
34090.0,31440,125.0,4.0,237.0,1
109000.0,31440,84.0,3.0,207.0,1
82900.0,31440,78.0,4.0,225.0,1
158000.0,31440,79.0,3.0,500.0,1
41500.0,31440,100.0,5.0,425.0,1
68610.0,31440,41.0,2.0,821.0,1
117000.0,31440,80.0,3.0,110.0,1
146000.0,31440,117.0,3.0,380.0,1
152750.0,31440,37.0,2.0,75.0,1
74500.0,31440,70.0,3.0,545.0,1
135000.0,31440,153.0,3.0,3417.0,1
30000.0,31440,56.0,3.0,65.0,1
89000.0,31440,69.0,1.0,3940.0,1
391220.0,31650,77.0,4.0,384.0,1
301300.0,31650,78.0,4.0,202.0,1
445950.0,31650,119.0,5.0,698.0,1
288550.0,31650,82.0,4.0,0.0,0
364000.0,31650,94.0,4.0,604.0,1
408800.0,31650,121.0,5.0,375.0,1
514920.0,31650,152.0,4.0,690.0,1
418380.0,31650,98.0,4.0,620.0,1
335630.0,31650,78.0,4.0,298.0,1
143000.0,31650,78.0,4.0,199.0,1
360500.0,31650,84.0,4.0,417.0,1
355000.0,31650,94.0,5.0,370.0,1
403500.0,31650,114.0,5.0,410.0,1
380000.0,31650,120.0,5.0,753.0,1
339250.0,31650,106.0,6.0,491.0,1
330000.0,31650,96.0,4.0,616.0,1
359280.0,31650,56.0,3.0,435.0,1
229000.0,31650,79.0,4.0,0.0,0
415971.0,31650,90.0,4.0,762.0,1
257000.0,31650,81.0,4.0,206.0,1
365800.0,31650,101.0,5.0,872.0,1
432370.0,31650,127.0,5.0,619.0,1
318782.0,31650,83.0,4.0,192.0,1
284800.0,31650,82.0,4.0,0.0,0
375350.0,31650,115.0,4.0,723.0,1
456180.0,31650,145.0,5.0,799.0,1
444000.0,31650,84.0,4.0,476.0,1
291830.0,31650,81.0,4.0,122.0,1
317520.0,31650,84.0,5.0,217.0,1
265000.0,31650,82.0,4.0,0.0,0
220000.0,31650,94.0,5.0,200.0,1
186600.0,31650,64.0,3.0,0.0,0
287950.0,31650,81.0,4.0,149.0,1
321000.0,31650,120.0,5.0,682.0,1
242613.0,31650,94.0,5.0,272.0,1
452000.0,31650,131.0,6.0,383.0,1
266700.0,31650,70.0,3.0,609.0,1
427500.0,31650,118.0,4.0,604.0,1
300000.0,31650,94.0,5.0,696.0,1
350000.0,31650,91.0,4.0,81.0,1
387500.0,31650,116.0,4.0,650.0,1
290000.0,31650,110.0,5.0,748.0,1
348100.0,31650,110.0,5.0,642.0,1
331700.0,31650,94.0,5.0,241.0,1
353710.0,31650,81.0,4.0,603.0,1
384155.0,31650,98.0,4.0,637.0,1
300000.0,31650,108.0,5.0,672.0,1
634500.0,31650,240.0,7.0,806.0,1
467500.0,31650,148.0,6.0,500.0,1
295100.0,31650,78.0,4.0,295.0,1
445000.0,31650,127.0,4.0,603.0,1
70000.0,31650,120.0,5.0,588.0,1
454440.0,31650,110.0,5.0,694.0,1
381850.0,31650,136.0,6.0,771.0,1
302000.0,31650,96.0,4.0,682.0,1
348000.0,31650,109.0,5.0,454.0,1
544440.0,31650,152.0,6.0,1000.0,1
271700.0,31650,82.0,4.0,0.0,0
507851.0,31650,131.0,5.0,610.0,1
285500.0,31650,100.0,4.0,398.0,1
365500.0,31650,89.0,5.0,480.0,1
230000.0,31650,93.0,5.0,300.0,1
442000.0,31650,95.0,4.0,603.0,1
317700.0,31650,84.0,4.0,609.0,1
427635.0,31650,108.0,4.0,680.0,1
360000.0,31650,118.0,4.0,703.0,1
219000.0,31650,130.0,5.0,446.0,1
354000.0,31650,100.0,4.0,857.0,1
370900.0,31650,98.0,4.0,521.0,1
299750.0,31650,82.0,4.0,0.0,0
245501.0,31650,83.0,4.0,0.0,0
484000.0,31650,170.0,7.0,671.0,1
147000.0,31650,80.0,1.0,452.0,1
251100.0,31650,80.0,4.0,0.0,0
326900.0,31650,94.0,5.0,358.0,1
230000.0,31650,93.0,5.0,444.0,1
338410.0,31650,114.0,5.0,229.0,1
229500.0,31650,91.0,5.0,457.0,1
314550.0,31650,82.0,4.0,0.0,0
479450.0,31650,139.0,4.0,581.0,1
301000.0,31650,101.0,5.0,483.0,1
363700.0,31650,94.0,5.0,222.0,1
193000.0,31650,75.0,4.0,205.0,1
251475.0,31650,97.0,5.0,115.0,1
389950.0,31650,127.0,4.0,687.0,1
134000.0,31650,81.0,4.0,105.0,1
270000.0,31650,67.0,4.0,925.0,1
265000.0,31560,100.0,4.0,1388.0,1
145000.0,31560,88.0,3.0,59.0,1
465000.0,31560,199.0,5.0,1259.0,1
220000.0,31560,81.0,4.0,500.0,1
54999.0,31560,39.0,2.0,490.0,1
106400.0,31560,52.0,3.0,90.0,1
205000.0,31560,55.0,2.0,591.0,1
119000.0,31560,97.0,4.0,87.0,1
108112.0,31560,123.0,5.0,852.0,1
270000.0,31560,106.0,4.0,1500.0,1
95000.0,31560,55.0,3.0,42.0,1
140000.0,31560,70.0,4.0,860.0,1
258420.0,31560,110.0,5.0,1109.0,1
250000.0,31560,95.0,4.0,1206.0,1
119000.0,31560,80.0,4.0,99.0,1
84000.0,31560,76.0,3.0,704.0,1
239000.0,31560,130.0,7.0,630.0,1
230000.0,31560,85.0,4.0,664.0,1
99900.0,31560,61.0,3.0,90.0,1
178000.0,31560,100.0,3.0,92.0,1
152351.0,31560,130.0,5.0,69.0,1
278000.0,31560,112.0,4.0,696.0,1
232000.0,31560,59.0,3.0,2300.0,1
200000.0,31560,100.0,5.0,500.0,1
230000.0,31560,65.0,4.0,1006.0,1
85000.0,31560,87.0,3.0,87.0,1
206300.0,31560,98.0,4.0,557.0,1
216500.0,31560,135.0,4.0,449.0,1
166450.0,31560,49.0,1.0,666.0,1
304800.0,31560,101.0,4.0,150.0,1
150000.0,31560,119.0,3.0,227.0,1
240000.0,31560,106.0,5.0,1349.0,1
83000.0,31510,22.0,1.0,1190.0,1
26500.0,31510,84.0,3.0,145.0,1
302000.0,31510,162.0,6.0,1219.0,1
155000.0,31510,107.0,5.0,240.0,1
222970.0,31510,151.0,4.0,1168.0,1
192500.0,31580,103.0,4.0,1392.0,1
124500.0,31580,19.0,0.0,499.0,1
270000.0,31580,143.0,5.0,729.0,1
43000.0,31580,40.0,3.0,260.0,1
230000.0,31510,122.0,6.0,259.0,1
135000.0,31510,100.0,5.0,377.0,1
200000.0,31260,110.0,3.0,963.0,1
340653.0,31540,160.0,7.0,2000.0,1
177080.0,31110,120.0,4.0,280.0,1
81760.0,31800,212.0,3.0,950.0,1
195150.0,31800,100.0,4.0,1368.0,1
176080.0,31800,100.0,4.0,1124.0,1
100000.0,31800,102.0,5.0,1000.0,1
70000.0,31800,90.0,4.0,128.0,1
308900.0,31800,64.0,3.0,845.0,1
125000.0,31800,142.0,5.0,465.0,1
90000.0,31800,65.0,2.0,213.0,1
99000.0,31800,165.0,5.0,527.0,1
307000.0,31800,190.0,4.0,1385.0,1
71000.0,31800,63.0,2.0,305.0,1
211300.0,31800,122.0,4.0,500.0,1
325000.0,31180,84.0,4.0,0.0,0
385001.0,31180,80.0,3.0,1013.0,1
624100.0,31180,128.0,6.0,500.0,1
630000.0,31180,152.0,5.0,500.0,1
528200.0,31180,145.0,6.0,688.0,1
424000.0,31180,110.0,4.0,635.0,1
190000.0,31180,115.0,5.0,500.0,1
500000.0,31180,100.0,4.0,1173.0,1
285250.0,31390,97.0,4.0,510.0,1
235000.0,31390,117.0,5.0,450.0,1
266500.0,31390,133.0,4.0,540.0,1
136000.0,31390,112.0,4.0,231.0,1
216990.0,31390,72.0,4.0,362.0,1
349900.0,31390,220.0,5.0,48.0,1
275000.0,31390,80.0,4.0,715.0,1
170000.0,31390,72.0,3.0,257.0,1
253000.0,31390,102.0,5.0,516.0,1
208090.0,31390,69.0,3.0,1564.0,1
230000.0,31390,100.0,3.0,132.0,1
252192.0,31390,121.0,6.0,370.0,1
251000.0,31390,120.0,4.0,172.0,1
332310.0,31390,128.0,5.0,802.0,1
105000.0,31390,130.0,3.0,707.0,1
277000.0,31390,110.0,3.0,681.0,1
180000.0,31390,88.0,4.0,786.0,1
307000.0,31390,101.0,4.0,672.0,1
70000.0,31390,72.0,5.0,624.0,1
100000.0,31390,84.0,3.0,150.0,1
150000.0,31390,82.0,4.0,1500.0,1
150000.0,31390,110.0,4.0,82.0,1
285500.0,31390,102.0,5.0,797.0,1
279850.0,31390,127.0,4.0,1342.0,1
290000.0,31390,113.0,4.0,1000.0,1
260310.0,31390,82.0,5.0,1487.0,1
421700.0,31390,143.0,5.0,844.0,1
269900.0,31390,96.0,2.0,3000.0,1
50000.0,31390,100.0,4.0,201.0,1
233320.0,31390,73.0,3.0,174.0,1
304150.0,31390,130.0,6.0,323.0,1
266260.0,31390,90.0,4.0,500.0,1
245300.0,31390,111.0,5.0,588.0,1
251000.0,31390,80.0,6.0,392.0,1
366300.0,31390,200.0,5.0,920.0,1
399000.0,31390,144.0,4.0,578.0,1
268800.0,31390,122.0,4.0,500.0,1
230000.0,31390,221.0,5.0,1339.0,1
294320.0,31390,164.0,6.0,562.0,1
317750.0,31390,108.0,4.0,1000.0,1
312000.0,31390,116.0,5.0,482.0,1
548675.0,31390,160.0,5.0,349.0,1
312750.0,31390,70.0,5.0,507.0,1
225000.0,31390,77.0,3.0,240.0,1
80000.0,31390,90.0,4.0,189.0,1
203000.0,31390,70.0,3.0,240.0,1
124250.0,31390,160.0,5.0,1334.0,1
249000.0,31390,87.0,4.0,804.0,1
230000.0,31390,100.0,5.0,2937.0,1
338000.0,31390,108.0,4.0,705.0,1
216000.0,31390,129.0,6.0,80.0,1
627200.0,31390,49.0,3.0,43.0,1
208550.0,31800,160.0,6.0,495.0,1
150165.0,31800,120.0,5.0,703.0,1
165000.0,31800,207.0,8.0,603.0,1
116000.0,31800,150.0,6.0,323.0,1
140000.0,31800,99.0,4.0,698.0,1
148500.0,31800,94.0,4.0,646.0,1
50000.0,31800,148.0,6.0,543.0,1
35000.0,31800,69.0,2.0,275.0,1
71500.0,31800,86.0,5.0,255.0,1
130000.0,31800,92.0,6.0,730.0,1
68000.0,31800,86.0,4.0,145.0,1
25000.0,31800,60.0,4.0,105.0,1
188400.0,31800,90.0,3.0,475.0,1
235000.0,31460,88.0,4.0,750.0,1
398000.0,31460,117.0,6.0,2067.0,1
556550.0,31320,194.0,6.0,1000.0,1
580000.0,31320,135.0,5.0,1865.0,1
336000.0,31320,72.0,4.0,709.0,1
294285.0,31320,100.0,4.0,2610.0,1
560000.0,31320,235.0,7.0,2000.0,1
200000.0,31320,150.0,5.0,808.0,1
260000.0,31530,93.0,4.0,423.0,1
189700.0,31530,82.0,4.0,0.0,0
52500.0,31530,50.0,2.0,52.0,1
219000.0,31530,82.0,3.0,255.0,1
235000.0,31530,117.0,5.0,240.0,1
264800.0,31530,72.0,1.0,672.0,1
52000.0,31530,90.0,5.0,1076.0,1
289000.0,31530,92.0,4.0,381.0,1
290000.0,31530,104.0,4.0,638.0,1
125000.0,31530,67.0,3.0,145.0,1
169050.0,31530,86.0,4.0,147.0,1
169575.0,31530,88.0,4.0,155.0,1
168000.0,31530,84.0,4.0,270.0,1
207190.0,31530,81.0,4.0,1615.0,1
223900.0,31530,110.0,4.0,135.0,1
325090.0,31530,103.0,4.0,717.0,1
270500.0,31530,88.0,4.0,491.0,1
166500.0,31530,115.0,4.0,24.0,1
269660.0,31530,92.0,4.0,533.0,1
197000.0,31800,117.0,4.0,549.0,1
370000.0,31570,88.0,4.0,604.0,1
185000.0,31570,115.0,4.0,837.0,1
545830.0,31570,139.0,4.0,700.0,1
480000.0,31570,94.0,3.0,8050.0,1
393020.0,31570,103.0,4.0,650.0,1
316000.0,31570,95.0,4.0,312.0,1
500000.0,31570,136.0,4.0,3135.0,1
325000.0,31350,176.0,3.0,2708.0,1
230000.0,31110,80.0,3.0,1836.0,1
266500.0,31110,128.0,4.0,893.0,1
126000.0,31110,120.0,5.0,620.0,1
407500.0,31110,151.0,7.0,1561.0,1
323600.0,31450,160.0,5.0,2155.0,1
254450.0,31450,84.0,5.0,0.0,0
195000.0,31450,85.0,4.0,354.0,1
254300.0,31480,103.0,5.0,1000.0,1
40000.0,31410,67.0,3.0,115.0,1
296400.0,31410,128.0,4.0,831.0,1
65800.0,31310,91.0,4.0,45.0,1
150000.0,31310,96.0,5.0,915.0,1
151500.0,31310,48.0,3.0,994.0,1
240000.0,31310,90.0,4.0,921.0,1
85000.0,31310,70.0,3.0,56.0,1
228000.0,31310,56.0,1.0,135.0,1
235000.0,31310,106.0,4.0,1678.0,1
115000.0,31310,84.0,4.0,1139.0,1
110000.0,31310,91.0,4.0,63.0,1
130000.0,31310,62.0,3.0,100.0,1
170400.0,31310,47.0,3.0,70.0,1
180000.0,31310,90.0,4.0,1237.0,1
105000.0,31310,78.0,4.0,54.0,1
49000.0,31310,78.0,4.0,160.0,1
317320.0,31310,201.0,5.0,1290.0,1
210300.0,31310,88.0,4.0,732.0,1
170000.0,31310,130.0,3.0,164.0,1
205000.0,31310,150.0,6.0,990.0,1
148000.0,31310,79.0,5.0,45.0,1
160000.0,31310,134.0,4.0,220.0,1
197000.0,31310,92.0,4.0,965.0,1
155000.0,31310,98.0,2.0,115.0,1
130000.0,31310,56.0,3.0,439.0,1
75000.0,31310,90.0,3.0,95.0,1
295000.0,31840,98.0,5.0,604.0,1
298300.0,31840,82.0,4.0,580.0,1
70000.0,31840,60.0,2.0,227.0,1
189500.0,31840,71.0,3.0,268.0,1
336750.0,31840,116.0,5.0,802.0,1
330000.0,31840,113.0,5.0,710.0,1
315000.0,31840,112.0,5.0,907.0,1
170000.0,31840,175.0,5.0,1000.0,1
130100.0,31840,95.0,3.0,205.0,1
230000.0,31840,72.0,5.0,1000.0,1
264500.0,31840,93.0,4.0,0.0,0
312500.0,31840,109.0,6.0,970.0,1
251320.0,31840,78.0,4.0,281.0,1
325000.0,31840,124.0,5.0,833.0,1
312275.0,31840,96.0,4.0,392.0,1
438700.0,31840,118.0,4.0,1000.0,1
434729.0,31840,127.0,4.0,1215.0,1
303160.0,31840,101.0,4.0,1495.0,1
375500.0,31840,148.0,6.0,704.0,1
338455.0,31840,113.0,4.0,1196.0,1
400000.0,31840,127.0,4.0,181.0,1
256500.0,31840,81.0,4.0,1200.0,1
458000.0,31840,156.0,6.0,1039.0,1
216500.0,31840,68.0,5.0,980.0,1
150000.0,31840,95.0,5.0,403.0,1
200500.0,31840,68.0,3.0,114.0,1
394000.0,31840,140.0,5.0,987.0,1
312620.0,31840,109.0,3.0,848.0,1
313000.0,31840,100.0,3.0,650.0,1
565800.0,31840,231.0,6.0,1652.0,1
376300.0,31840,115.0,5.0,783.0,1
110000.0,31840,36.0,2.0,420.0,1
95700.0,31840,95.0,5.0,360.0,1
319600.0,31840,123.0,4.0,1040.0,1
180000.0,31840,91.0,4.0,1192.0,1
395630.0,31840,107.0,4.0,871.0,1
340000.0,31840,100.0,4.0,812.0,1
320100.0,31840,88.0,4.0,800.0,1
307000.0,31840,90.0,6.0,360.0,1
294750.0,31840,87.0,4.0,371.0,1
291200.0,31840,98.0,4.0,922.0,1
349523.8,31840,83.0,4.0,347.0,1
350100.0,31840,96.0,4.0,246.0,1
498540.0,31840,151.0,6.0,921.0,1
278775.0,31840,105.0,3.0,500.0,1
289750.0,31840,95.0,4.0,1230.0,1
290000.0,31840,93.0,4.0,0.0,0
257230.0,31840,120.0,4.0,1355.0,1
200000.0,31840,133.0,4.0,1709.0,1
382550.0,31840,130.0,4.0,1132.0,1
349642.0,31840,103.0,5.0,530.0,1
200000.0,31840,175.0,5.0,1253.0,1
245000.0,31840,90.0,3.0,600.0,1
331200.0,31840,123.0,4.0,483.0,1
160000.0,31840,68.0,3.0,288.0,1
415660.0,31840,120.0,4.0,889.0,1
314000.0,31840,123.0,5.0,816.0,1
300000.0,31840,165.0,6.0,1148.0,1
295000.0,31840,84.0,5.0,1093.0,1
305000.0,31840,97.0,5.0,687.0,1
260000.0,31620,146.0,5.0,1173.0,1
432500.0,31620,150.0,4.0,1184.0,1
230000.0,31620,92.0,2.0,1230.0,1
358900.0,31620,100.0,4.0,731.0,1
330000.0,31620,114.0,5.0,1000.0,1
255235.0,31620,106.0,4.0,1058.0,1
200000.0,31620,67.0,4.0,966.0,1
330000.0,31620,120.0,4.0,1000.0,1
299450.0,31620,132.0,4.0,1034.0,1
62342.0,31620,92.0,4.0,811.0,1
114716.22,31620,99.0,4.0,846.0,1
75684.99,31620,107.0,4.0,1239.0,1
70000.0,31210,106.0,4.0,478.0,1
175000.0,31210,90.0,4.0,311.0,1
150000.0,31210,85.0,4.0,770.0,1
168000.0,31210,81.0,2.0,422.0,1
180490.0,31210,160.0,5.0,687.0,1
360000.0,31320,130.0,6.0,726.0,1
318200.0,31320,127.0,5.0,950.0,1
400000.0,31320,120.0,5.0,0.0,0
280000.0,31320,120.0,5.0,0.0,0
240000.0,31320,79.0,2.0,1980.0,1
543500.0,31120,137.0,5.0,930.0,1
501600.0,31120,162.0,5.0,666.0,1
432000.0,31120,141.0,5.0,1000.0,1
397530.0,31120,141.0,4.0,1534.0,1
594350.0,31120,125.0,4.0,1053.0,1
230000.0,31120,86.0,3.0,47.0,1
358700.0,31120,117.0,4.0,754.0,1
507100.0,31120,211.0,6.0,655.0,1
388450.0,31120,124.0,5.0,615.0,1
358600.0,31120,103.0,4.0,860.0,1
480000.0,31120,161.0,6.0,2263.0,1
524900.0,31120,89.0,4.0,1150.0,1
600000.0,31120,149.0,3.0,1925.0,1
456100.0,31120,130.0,5.0,978.0,1
505000.0,31120,158.0,5.0,0.0,0
270000.0,31120,103.0,5.0,302.0,1
280000.0,31120,114.0,5.0,0.0,0
130000.0,31350,90.0,4.0,5450.0,1
148000.0,31310,80.0,2.0,730.0,1
90870.0,31310,100.0,4.0,260.0,1
525000.0,31450,107.0,6.0,1451.0,1
365500.0,31450,70.0,3.0,350.0,1
552610.0,31450,201.0,9.0,1720.0,1
391650.0,31450,108.0,5.0,516.0,1
575500.0,31450,160.0,6.0,1677.0,1
320000.0,31450,98.0,3.0,1500.0,1
126000.0,31450,82.0,4.0,1500.0,1
260000.0,31450,152.0,7.0,1000.0,1
79030.0,31160,45.0,3.0,296.0,1
175000.0,31160,120.0,4.0,880.0,1
80000.0,31160,97.0,3.0,66.0,1
185000.0,31250,80.0,3.0,102.0,1
185000.0,31250,91.0,4.0,469.0,1
201878.0,31250,90.0,4.0,519.0,1
95000.0,31250,145.0,6.0,136.0,1
314000.0,31250,172.0,7.0,952.0,1
225000.0,31250,88.0,4.0,700.0,1
160000.0,31250,120.0,5.0,179.0,1
235000.0,31250,150.0,7.0,326.0,1
368700.0,31250,192.0,6.0,828.0,1
203300.0,31250,96.0,4.0,513.0,1
60000.0,31250,36.0,2.0,90.0,1
211000.0,31250,120.0,3.0,895.0,1
133100.0,31250,52.0,3.0,117.0,1
157500.0,31250,94.0,3.0,194.0,1
110000.0,31250,64.0,3.0,0.0,0
177000.0,31250,87.0,4.0,560.0,1
172000.0,31250,100.0,5.0,626.0,1
255000.0,31250,80.0,5.0,1047.0,1
118000.0,31250,62.0,3.0,296.0,1
26000.0,31250,56.0,3.0,22.0,1
79000.0,31250,35.0,2.0,32.0,1
205000.0,31250,108.0,5.0,338.0,1
280000.0,31250,150.0,6.0,1035.0,1
211230.0,31250,106.0,4.0,1010.0,1
212000.0,31250,170.0,6.0,440.0,1
264350.0,31250,117.0,4.0,1013.0,1
185000.0,31250,95.0,5.0,655.0,1
235100.0,31250,86.0,4.0,637.0,1
475000.0,31250,83.0,4.0,1620.0,1
230000.0,31250,96.0,4.0,302.0,1
240000.0,31250,94.0,3.0,996.0,1
173000.0,31250,100.0,5.0,286.0,1
152850.0,31250,80.0,4.0,180.0,1
127820.0,31250,95.0,5.0,172.0,1
195000.0,31250,88.0,4.0,0.0,0
235000.0,31250,99.0,4.0,0.0,0
336000.0,31250,208.0,8.0,0.0,0
150000.0,31250,248.0,6.0,382.0,1
248750.0,31250,106.0,5.0,500.0,1
175000.0,31250,137.0,5.0,2057.0,1
220000.0,31250,89.0,5.0,492.0,1
180000.0,31250,95.0,4.0,45.0,1
250650.0,31250,140.0,3.0,568.0,1
168000.0,31250,107.0,4.0,351.0,1
230000.0,31250,127.0,4.0,201.0,1
230040.0,31250,92.0,3.0,136.0,1
260000.0,31250,119.0,4.0,1529.0,1
261000.0,31250,80.0,3.0,732.0,1
207630.0,31250,78.0,4.0,2046.0,1
85000.0,31250,60.0,4.0,974.0,1
209450.0,31250,101.0,4.0,422.0,1
177700.0,31250,88.0,4.0,611.0,1
180000.0,31250,103.0,4.0,1200.0,1
150660.0,31250,76.0,4.0,192.0,1
101088.0,31250,90.0,4.0,799.0,1
60000.0,31250,109.0,1.0,130.0,1
165000.0,31250,95.0,4.0,774.0,1
179000.0,31250,78.0,4.0,156.0,1
227000.0,31250,145.0,6.0,136.0,1
74550.0,31250,116.0,4.0,322.0,1
225000.0,31250,83.0,4.0,429.0,1
250000.0,31250,116.0,4.0,1200.0,1
139000.0,31250,74.0,3.0,136.0,1
170000.0,31250,88.0,4.0,590.0,1
215330.0,31250,103.0,3.0,731.0,1
155000.0,31250,91.0,4.0,1142.0,1
171000.0,31250,66.0,4.0,895.0,1
189150.0,31250,80.0,3.0,41.0,1
285000.0,31250,80.0,5.0,500.0,1
86666.67,31250,115.0,4.0,1020.0,1
340000.0,31250,150.0,6.0,884.0,1
231538.0,31250,85.0,5.0,495.0,1
215100.0,31250,85.0,4.0,426.0,1
140000.0,31250,57.0,4.0,306.0,1
140000.0,31250,62.0,3.0,886.0,1
100600.0,31250,98.0,4.0,68.0,1
150000.0,31250,80.0,4.0,1450.0,1
195000.0,31250,122.0,4.0,500.0,1
215000.0,31250,132.0,3.0,328.0,1
180000.0,31250,95.0,4.0,654.0,1
265000.0,31250,134.0,6.0,2220.0,1
190000.0,31250,82.0,4.0,491.0,1
210000.0,31250,185.0,6.0,2349.0,1
229000.0,31250,120.0,3.0,895.0,1
120000.0,31250,80.0,3.0,483.0,1
193000.0,31250,79.0,3.0,882.0,1
167670.0,31250,118.0,4.0,595.0,1
210000.0,31250,119.0,4.0,625.0,1
70000.0,31250,115.0,4.0,95.0,1
75000.0,31250,50.0,3.0,257.0,1
118000.0,31250,62.0,3.0,298.0,1
253750.0,31250,101.0,4.0,817.0,1
170000.0,31250,126.0,4.0,513.0,1
153000.0,31250,101.0,5.0,600.0,1
90000.0,31250,93.0,4.0,205.0,1
120000.0,31250,240.0,7.0,650.0,1
175000.0,31250,86.0,4.0,169.0,1
261900.0,31250,91.0,4.0,1045.0,1
141000.0,31250,87.0,5.0,540.0,1
210000.0,31250,161.0,6.0,650.0,1
206600.0,31780,74.0,3.0,500.0,1
175000.0,31780,58.0,3.0,0.0,0
160000.0,31780,41.0,2.0,240.0,1
315000.0,31780,108.0,5.0,609.0,1
411350.0,31780,106.0,6.0,606.0,1
250000.0,31780,99.0,5.0,332.0,1
225000.0,31780,118.0,6.0,622.0,1
374200.0,31780,80.0,4.0,540.0,1
295000.0,31780,127.0,5.0,496.0,1
315000.0,31780,119.0,5.0,965.0,1
315000.0,31780,81.0,5.0,719.0,1
438900.0,31780,96.0,5.0,0.0,0
401680.0,31780,191.0,5.0,1162.0,1
421000.0,31780,142.0,6.0,750.0,1
155000.0,31780,99.0,5.0,339.0,1
294000.0,31780,99.0,5.0,253.0,1
271000.0,31780,100.0,4.0,288.0,1
260000.0,31780,89.0,4.0,728.0,1
283000.0,31780,80.0,3.0,2388.0,1
244000.0,31780,89.0,4.0,148.0,1
444900.0,31780,134.0,4.0,449.0,1
