valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
268800.0,31390,Carbonne,Maison,122.0,4.0,sols,500.0
230000.0,31390,Carbonne,Maison,221.0,5.0,sols,1339.0
294320.0,31390,Carbonne,Maison,164.0,6.0,terrains d'agrément,562.0
317750.0,31390,Carbonne,Maison,108.0,4.0,sols,1000.0
312000.0,31390,Carbonne,Maison,116.0,5.0,sols,482.0
548675.0,31390,Carbonne,Maison,160.0,5.0,sols,349.0
312750.0,31390,Carbonne,Maison,70.0,5.0,sols,507.0
225000.0,31390,Carbonne,Maison,77.0,3.0,sols,240.0
80000.0,31390,Carbonne,Maison,90.0,4.0,sols,189.0
203000.0,31390,Carbonne,Maison,70.0,3.0,sols,240.0
124250.0,31390,Carbonne,Maison,160.0,5.0,sols,1334.0
249000.0,31390,Carbonne,Maison,87.0,4.0,sols,804.0
230000.0,31390,Carbonne,Maison,100.0,5.0,sols,2937.0
338000.0,31390,Carbonne,Maison,108.0,4.0,sols,705.0
216000.0,31390,Carbonne,Maison,129.0,6.0,sols,80.0
2979005.5,31390,Carbonne,Maison,122.0,5.0,sols,647.0
627200.0,31390,Carbonne,Maison,49.0,3.0,sols,43.0
129000.0,31510,Sauveterre-de-Comminges,Maison,95.0,4.0,sols,675.0
42500.0,31510,Sauveterre-de-Comminges,Maison,45.0,2.0,sols,960.0
242000.0,31510,Sauveterre-de-Comminges,Maison,140.0,4.0,sols,605.0
180000.0,31510,Sauveterre-de-Comminges,Maison,103.0,4.0,sols,865.0
80000.0,31510,Sauveterre-de-Comminges,Maison,82.0,2.0,sols,530.0
79635.0,31510,Sauveterre-de-Comminges,Maison,49.0,1.0,sols,582.0
430400.0,31510,Sauveterre-de-Comminges,Maison,280.0,7.0,sols,1150.0
130000.0,31510,Sauveterre-de-Comminges,Maison,88.0,3.0,sols,1100.0
201000.0,31510,Sauveterre-de-Comminges,Maison,94.0,3.0,sols,2260.0
