valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
79100.0,31180,Rouffiac-Tolosan,Appartement,38.0,2.0,,0.0
97500.0,31180,Rouffiac-Tolosan,Appartement,39.0,2.0,,0.0
167000.0,31150,Fenouillet,Appartement,83.0,4.0,,0.0
137900.0,31150,Fenouillet,Appartement,63.0,3.0,,0.0
165000.0,31150,Fenouillet,Appartement,81.0,4.0,,0.0
130000.0,31150,Fenouillet,Appartement,42.0,2.0,,0.0
109091.0,31150,Fenouillet,Appartement,42.0,2.0,,0.0
140000.0,31150,Fenouillet,Appartement,100.0,4.0,,0.0
78000.0,31150,Fenouillet,Appartement,42.0,2.0,,0.0
180000.0,31150,Fenouillet,Appartement,76.0,3.0,,0.0
105000.0,31150,Fenouillet,Appartement,45.0,2.0,,0.0
800000.0,31150,Fenouillet,Appartement,110.0,3.0,sols,1230.0
105000.0,31150,Fenouillet,Appartement,55.0,2.0,,0.0
105000.0,31150,Fenouillet,Appartement,45.0,2.0,,0.0
152000.0,31150,Fenouillet,Appartement,63.0,3.0,,0.0
159000.0,31150,Fenouillet,Appartement,64.0,3.0,,0.0
110000.0,31150,Fenouillet,Appartement,45.0,2.0,,0.0
64000.0,31150,Fenouillet,Appartement,43.0,2.0,,0.0
111500.0,31150,Fenouillet,Appartement,42.0,2.0,,0.0
105000.0,31150,Fenouillet,Appartement,41.0,2.0,,0.0
131000.0,31150,Fenouillet,Appartement,67.0,3.0,,0.0
340869.75,31150,Fenouillet,Appartement,68.0,3.0,terres,555.0
300000.0,31150,Fenouillet,Appartement,118.0,4.0,,0.0
377400.0,31150,Fenouillet,Appartement,140.0,3.0,,0.0
100900.0,31150,Fenouillet,Appartement,47.0,2.0,,0.0
80000.0,31150,Fenouillet,Appartement,59.0,3.0,,0.0
221500.0,31150,Fenouillet,Appartement,80.0,3.0,,0.0
93500.0,31150,Fenouillet,Appartement,44.0,2.0,,0.0
158900.0,31150,Fenouillet,Appartement,63.0,3.0,,0.0
122000.0,31150,Fenouillet,Appartement,55.0,3.0,,0.0
161800.0,31150,Fenouillet,Appartement,63.0,3.0,,0.0
94920.0,31150,Fenouillet,Appartement,41.0,2.0,,0.0
